game_id,game,config,time_budget_s,max_nodes,max_entries,agent_first,agent_second,winner,plies,end_reason,seed,workers
uttt.hard.mcts-random.t10,uttt,hard,0.1,50000,200000,mcts,random,first,43,line,17794172206249877456,1
uttt.hard.heuristic-alpha_beta.t10,uttt,hard,0.1,50000,200000,heuristic,alpha_beta,second,30,line,10108966593625831557,1
uttt.hard.alpha_beta-heuristic.t10,uttt,hard,0.1,50000,200000,alpha_beta,heuristic,first,37,line,17275287477010081869,1
uttt.hard.heuristic-mcts.t10,uttt,hard,0.1,50000,200000,heuristic,mcts,second,32,line,3395765230771903987,1
uttt.hard.mcts-heuristic.t10,uttt,hard,0.1,50000,200000,mcts,heuristic,first,35,line,4752498051300180811,1
uttt.hard.alpha_beta-mcts.t10,uttt,hard,0.1,50000,200000,alpha_beta,mcts,first,49,line,614099602422909885,1
uttt.hard.mcts-alpha_beta.t10,uttt,hard,0.1,50000,200000,mcts,alpha_beta,second,34,line,6457352844631867968,1
ataxx.easy.random-heuristic.t10,ataxx,easy,2.0,50000,200000,random,heuristic,second,6,eliminated,5732989654820403419,1
ataxx.easy.heuristic-random.t10,ataxx,easy,2.0,50000,200000,heuristic,random,first,27,eliminated,14138445584848870453,1
ataxx.easy.random-alpha_beta.t10,ataxx,easy,2.0,50000,200000,random,alpha_beta,second,6,eliminated,871880754490757144,1
ataxx.easy.alpha_beta-random.t10,ataxx,easy,2.0,50000,200000,alpha_beta,random,first,9,eliminated,2123969600809018689,1
ataxx.easy.random-mcts.t10,ataxx,easy,2.0,50000,200000,random,mcts,second,12,eliminated,4217210064653104340,1
ataxx.easy.mcts-random.t10,ataxx,easy,2.0,50000,200000,mcts,random,first,9,eliminated,16416229474623833325,1
ataxx.easy.heuristic-alpha_beta.t10,ataxx,easy,2.0,50000,200000,heuristic,alpha_beta,second,67,board_full,14748273109790222101,1
ataxx.easy.alpha_beta-heuristic.t10,ataxx,easy,2.0,50000,200000,alpha_beta,heuristic,first,66,board_full,369430059658399798,1
ataxx.easy.heuristic-mcts.t10,ataxx,easy,2.0,50000,200000,heuristic,mcts,first,79,board_full,16312054047398465961,1
ataxx.easy.mcts-heuristic.t10,ataxx,easy,2.0,50000,200000,mcts,heuristic,first,75,board_full,6747243856265103502,1
ataxx.easy.alpha_beta-mcts.t10,ataxx,easy,2.0,50000,200000,alpha_beta,mcts,first,69,board_full,15579919207177828856,1
ataxx.easy.mcts-alpha_beta.t10,ataxx,easy,2.0,50000,200000,mcts,alpha_beta,second,84,board_full,16664593329657411689,1
ataxx.main.random-heuristic.t10,ataxx,main,0.5,50000,200000,random,heuristic,second,10,eliminated,16982019424161726189,1
ataxx.main.heuristic-random.t10,ataxx,main,0.5,50000,200000,heuristic,random,first,5,eliminated,12656319031861442837,1
ataxx.main.random-alpha_beta.t10,ataxx,main,0.5,50000,200000,random,alpha_beta,second,18,eliminated,2889466696865422347,1
ataxx.main.alpha_beta-random.t10,ataxx,main,0.5,50000,200000,alpha_beta,random,first,23,eliminated,13664981241461966856,1
ataxx.main.random-mcts.t10,ataxx,main,0.5,50000,200000,random,mcts,second,10,eliminated,827205156746509699,1
ataxx.main.mcts-random.t10,ataxx,main,0.5,50000,200000,mcts,random,first,7,eliminated,2639395505171886124,1
ataxx.main.heuristic-alpha_beta.t10,ataxx,main,0.5,50000,200000,heuristic,alpha_beta,second,75,board_full,13789628814487411737,1
ataxx.main.alpha_beta-heuristic.t10,ataxx,main,0.5,50000,200000,alpha_beta,heuristic,first,73,board_full,12135521551585613163,1
ataxx.main.heuristic-mcts.t10,ataxx,main,0.5,50000,200000,heuristic,mcts,first,77,board_full,3502726921456647988,1
ataxx.main.mcts-heuristic.t10,ataxx,main,0.5,50000,200000,mcts,heuristic,second,88,board_full,15048095298874327350,1
ataxx.main.alpha_beta-mcts.t10,ataxx,main,0.5,50000,200000,alpha_beta,mcts,first,91,board_full,4447583586697869491,1
ataxx.main.mcts-alpha_beta.t10,ataxx,main,0.5,50000,200000,mcts,alpha_beta,second,78,board_full,10265853689206420867,1
ataxx.hard.random-heuristic.t10,ataxx,hard,0.1,50000,200000,random,heuristic,second,8,eliminated,1917297379526319590,1
ataxx.hard.heuristic-random.t10,ataxx,hard,0.1,50000,200000,heuristic,random,first,17,eliminated,14240183061265956935,1
ataxx.hard.random-alpha_beta.t10,ataxx,hard,0.1,50000,200000,random,alpha_beta,second,6,eliminated,13376522975789718050,1
ataxx.hard.alpha_beta-random.t10,ataxx,hard,0.1,50000,200000,alpha_beta,random,first,15,eliminated,1975818219022718012,1
ataxx.hard.random-mcts.t10,ataxx,hard,0.1,50000,200000,random,mcts,second,14,eliminated,14984841639486233433,1
ataxx.hard.mcts-random.t10,ataxx,hard,0.1,50000,200000,mcts,random,first,145,board_full,13323841467405750384,1
ataxx.hard.heuristic-alpha_beta.t10,ataxx,hard,0.1,50000,200000,heuristic,alpha_beta,second,84,board_full,4956111925903713153,1
ataxx.hard.alpha_beta-heuristic.t10,ataxx,hard,0.1,50000,200000,alpha_beta,heuristic,first,79,board_full,11029543517990771981,1
ataxx.hard.heuristic-mcts.t10,ataxx,hard,0.1,50000,200000,heuristic,mcts,first,85,board_full,3556787712548131965,1
ataxx.hard.mcts-heuristic.t10,ataxx,hard,0.1,50000,200000,mcts,heuristic,second,78,board_full,12735730544179274387,1
ataxx.hard.alpha_beta-mcts.t10,ataxx,hard,0.1,50000,200000,alpha_beta,mcts,first,29,eliminated,13230066109210549920,1
ataxx.hard.mcts-alpha_beta.t10,ataxx,hard,0.1,50000,200000,mcts,alpha_beta,second,12,eliminated,1121900693542240279,1
isolation.easy.random-heuristic.t11,isolation,easy,0.5,50000,200000,random,heuristic,second,10,no_moves,15703664029585422021,1
isolation.easy.heuristic-random.t11,isolation,easy,0.5,50000,200000,heuristic,random,first,19,no_moves,7719181721257233397,1
isolation.easy.random-alpha_beta.t11,isolation,easy,0.5,50000,200000,random,alpha_beta,second,12,no_moves,561453190065054116,1
isolation.easy.alpha_beta-random.t11,isolation,easy,0.5,50000,200000,alpha_beta,random,first,11,no_moves,4000817600277046639,1
isolation.easy.random-mcts.t11,isolation,easy,0.5,50000,200000,random,mcts,second,14,no_moves,12830117918469056269,1
isolation.easy.mcts-random.t11,isolation,easy,0.5,50000,200000,mcts,random,first,15,no_moves,6990151256178639176,1
isolation.easy.heuristic-alpha_beta.t11,isolation,easy,0.5,50000,200000,heuristic,alpha_beta,second,16,no_moves,10060388261297726261,1
isolation.easy.alpha_beta-heuristic.t11,isolation,easy,0.5,50000,200000,alpha_beta,heuristic,first,9,no_moves,13520610482936002926,1
isolation.easy.heuristic-mcts.t11,isolation,easy,0.5,50000,200000,heuristic,mcts,second,18,no_moves,6316148559729969369,1
isolation.easy.mcts-heuristic.t11,isolation,easy,0.5,50000,200000,mcts,heuristic,first,9,no_moves,9776462349120286372,1
isolation.easy.alpha_beta-mcts.t11,isolation,easy,0.5,50000,200000,alpha_beta,mcts,first,11,no_moves,15619391758919284122,1
isolation.easy.mcts-alpha_beta.t11,isolation,easy,0.5,50000,200000,mcts,alpha_beta,second,14,no_moves,16651807588372663727,1
isolation.main.random-heuristic.t11,isolation,main,0.1,50000,200000,random,heuristic,second,16,no_moves,5450764744216344315,1
isolation.main.heuristic-random.t11,isolation,main,0.1,50000,200000,heuristic,random,first,19,no_moves,2682971684951157044,1
isolation.main.random-alpha_beta.t11,isolation,main,0.1,50000,200000,random,alpha_beta,second,10,no_moves,7608650483336396122,1
isolation.main.alpha_beta-random.t11,isolation,main,0.1,50000,200000,alpha_beta,random,first,15,no_moves,14768277195354699212,1
isolation.main.random-mcts.t11,isolation,main,0.1,50000,200000,random,mcts,second,16,no_moves,1821995640510629106,1
isolation.main.mcts-random.t11,isolation,main,0.1,50000,200000,mcts,random,first,21,no_moves,17648642502587929018,1
isolation.main.heuristic-alpha_beta.t11,isolation,main,0.1,50000,200000,heuristic,alpha_beta,second,16,no_moves,14592857049814203610,1
isolation.main.alpha_beta-heuristic.t11,isolation,main,0.1,50000,200000,alpha_beta,heuristic,first,9,no_moves,11300123075524019318,1
isolation.main.heuristic-mcts.t11,isolation,main,0.1,50000,200000,heuristic,mcts,second,14,no_moves,18027499400718494995,1
isolation.main.mcts-heuristic.t11,isolation,main,0.1,50000,200000,mcts,heuristic,first,15,no_moves,5687623812697267731,1
isolation.main.alpha_beta-mcts.t11,isolation,main,0.1,50000,200000,alpha_beta,mcts,first,21,no_moves,1126894127726083617,1
isolation.main.mcts-alpha_beta.t11,isolation,main,0.1,50000,200000,mcts,alpha_beta,second,10,no_moves,8268457807100138535,1
isolation.hard.random-heuristic.t11,isolation,hard,0.02,50000,200000,random,heuristic,first,17,no_moves,14111036116183498811,1
isolation.hard.heuristic-random.t11,isolation,hard,0.02,50000,200000,heuristic,random,first,13,no_moves,15855287441099360610,1
isolation.hard.random-alpha_beta.t11,isolation,hard,0.02,50000,200000,random,alpha_beta,second,8,no_moves,13058411371152733703,1
isolation.hard.alpha_beta-random.t11,isolation,hard,0.02,50000,200000,alpha_beta,random,first,5,no_moves,18005115225876962733,1
isolation.hard.random-mcts.t11,isolation,hard,0.02,50000,200000,random,mcts,second,16,no_moves,330297272426541807,1
isolation.hard.mcts-random.t11,isolation,hard,0.02,50000,200000,mcts,random,first,9,no_moves,5052225389033368267,1
isolation.hard.heuristic-alpha_beta.t11,isolation,hard,0.02,50000,200000,heuristic,alpha_beta,second,18,no_moves,1982461246526166538,1
isolation.hard.alpha_beta-heuristic.t11,isolation,hard,0.02,50000,200000,alpha_beta,heuristic,first,9,no_moves,11038841763474951267,1
isolation.hard.heuristic-mcts.t11,isolation,hard,0.02,50000,200000,heuristic,mcts,second,16,no_moves,13026163036403185764,1
isolation.hard.mcts-heuristic.t11,isolation,hard,0.02,50000,200000,mcts,heuristic,first,19,no_moves,4643136199752984722,1
isolation.hard.alpha_beta-mcts.t11,isolation,hard,0.02,50000,200000,alpha_beta,mcts,first,9,no_moves,11453798434683009061,1
isolation.hard.mcts-alpha_beta.t11,isolation,hard,0.02,50000,200000,mcts,alpha_beta,first,19,no_moves,1089863838279037503,1
uttt.easy.random-heuristic.t11,uttt,easy,2.0,50000,200000,random,heuristic,second,34,line,10327943550871539348,1
uttt.easy.heuristic-random.t11,uttt,easy,2.0,50000,200000,heuristic,random,first,35,line,18180357794372720871,1
uttt.easy.random-alpha_beta.t11,uttt,easy,2.0,50000,200000,random,alpha_beta,second,52,line,8818463677232613209,1
uttt.easy.alpha_beta-random.t11,uttt,easy,2.0,50000,200000,alpha_beta,random,first,39,line,5170555885880793644,1
uttt.easy.random-mcts.t11,uttt,easy,2.0,50000,200000,random,mcts,second,44,line,8834239968179639727,1
uttt.easy.mcts-random.t11,uttt,easy,2.0,50000,200000,mcts,random,first,31,line,970946763320409913,1
uttt.easy.heuristic-alpha_beta.t11,uttt,easy,2.0,50000,200000,heuristic,alpha_beta,second,32,line,14417143344423017449,1
uttt.easy.alpha_beta-heuristic.t11,uttt,easy,2.0,50000,200000,alpha_beta,heuristic,first,41,line,16871123406026205893,1
uttt.easy.heuristic-mcts.t11,uttt,easy,2.0,50000,200000,heuristic,mcts,second,42,line,15435025032032152361,1
uttt.easy.mcts-heuristic.t11,uttt,easy,2.0,50000,200000,mcts,heuristic,first,31,line,5713007111768399861,1
uttt.easy.alpha_beta-mcts.t11,uttt,easy,2.0,50000,200000,alpha_beta,mcts,draw,63,early_draw,7632431756724253766,1
uttt.easy.mcts-alpha_beta.t11,uttt,easy,2.0,50000,200000,mcts,alpha_beta,second,52,line,526550126728381129,1
uttt.main.random-heuristic.t11,uttt,main,0.5,50000,200000,random,heuristic,second,28,line,357205067554783767,1
uttt.main.heuristic-random.t11,uttt,main,0.5,50000,200000,heuristic,random,first,41,line,3273272209286931879,1
uttt.main.random-alpha_beta.t11,uttt,main,0.5,50000,200000,random,alpha_beta,second,36,line,12775548937843071096,1
uttt.main.alpha_beta-random.t11,uttt,main,0.5,50000,200000,alpha_beta,random,first,37,line,7806009428416236129,1
uttt.main.random-mcts.t11,uttt,main,0.5,50000,200000,random,mcts,second,40,line,14505536212486119815,1
uttt.main.mcts-random.t11,uttt,main,0.5,50000,200000,mcts,random,first,33,line,6523875083822312843,1
uttt.main.heuristic-alpha_beta.t11,uttt,main,0.5,50000,200000,heuristic,alpha_beta,second,32,line,6094551670318761267,1
uttt.main.alpha_beta-heuristic.t11,uttt,main,0.5,50000,200000,alpha_beta,heuristic,first,37,line,10958967476458662079,1
uttt.main.heuristic-mcts.t11,uttt,main,0.5,50000,200000,heuristic,mcts,second,24,line,11190022512166421922,1
uttt.main.mcts-heuristic.t11,uttt,main,0.5,50000,200000,mcts,heuristic,first,35,line,10002920166365584575,1
uttt.main.alpha_beta-mcts.t11,uttt,main,0.5,50000,200000,alpha_beta,mcts,draw,46,early_draw,5459218567592942939,1
uttt.main.mcts-alpha_beta.t11,uttt,main,0.5,50000,200000,mcts,alpha_beta,second,36,line,8748905518262346101,1
uttt.hard.random-heuristic.t11,uttt,hard,0.1,50000,200000,random,heuristic,second,42,line,7726119075252287619,1
uttt.hard.heuristic-random.t11,uttt,hard,0.1,50000,200000,heuristic,random,first,45,line,10093275988989161624,1
uttt.hard.random-alpha_beta.t11,uttt,hard,0.1,50000,200000,random,alpha_beta,second,38,line,1389159638803355598,1
uttt.hard.alpha_beta-random.t11,uttt,hard,0.1,50000,200000,alpha_beta,random,first,37,line,46487399452421093,1
uttt.hard.random-mcts.t11,uttt,hard,0.1,50000,200000,random,mcts,second,36,line,14939883222379107868,1
uttt.hard.mcts-random.t11,uttt,hard,0.1,50000,200000,mcts,random,first,35,line,9094403452449178906,1
uttt.hard.heuristic-alpha_beta.t11,uttt,hard,0.1,50000,200000,heuristic,alpha_beta,second,32,line,14167181259065125545,1
uttt.hard.alpha_beta-heuristic.t11,uttt,hard,0.1,50000,200000,alpha_beta,heuristic,first,47,line,10179187895723332631,1
uttt.hard.heuristic-mcts.t11,uttt,hard,0.1,50000,200000,heuristic,mcts,second,34,line,10787429343020146037,1
uttt.hard.mcts-heuristic.t11,uttt,hard,0.1,50000,200000,mcts,heuristic,first,41,line,1572318017532506185,1
uttt.hard.alpha_beta-mcts.t11,uttt,hard,0.1,50000,200000,alpha_beta,mcts,first,41,line,8606736751994225738,1
uttt.hard.mcts-alpha_beta.t11,uttt,hard,0.1,50000,200000,mcts,alpha_beta,second,50,line,5431786588946653743,1
ataxx.easy.random-heuristic.t11,ataxx,easy,2.0,50000,200000,random,heuristic,second,6,eliminated,13563050066898596476,1
ataxx.easy.heuristic-random.t11,ataxx,easy,2.0,50000,200000,heuristic,random,first,19,eliminated,13203304961774933259,1
ataxx.easy.random-alpha_beta.t11,ataxx,easy,2.0,50000,200000,random,alpha_beta,second,6,eliminated,10721067790369996432,1
ataxx.easy.alpha_beta-random.t11,ataxx,easy,2.0,50000,200000,alpha_beta,random,first,9,eliminated,4361421516125993546,1
ataxx.easy.random-mcts.t11,ataxx,easy,2.0,50000,200000,random,mcts,second,6,eliminated,15370516525119648245,1
ataxx.easy.mcts-random.t11,ataxx,easy,2.0,50000,200000,mcts,random,first,15,eliminated,11151186534834255039,1
ataxx.easy.heuristic-alpha_beta.t11,ataxx,easy,2.0,50000,200000,heuristic,alpha_beta,second,70,board_full,7310832904736061489,1
ataxx.easy.alpha_beta-heuristic.t11,ataxx,easy,2.0,50000,200000,alpha_beta,heuristic,first,21,eliminated,1873267384779309741,1
ataxx.easy.heuristic-mcts.t11,ataxx,easy,2.0,50000,200000,heuristic,mcts,first,81,board_full,2221962122934078763,1
ataxx.easy.mcts-heuristic.t11,ataxx,easy,2.0,50000,200000,mcts,heuristic,first,69,board_full,7548115000111842237,1
ataxx.easy.alpha_beta-mcts.t11,ataxx,easy,2.0,50000,200000,alpha_beta,mcts,first,75,board_full,15373382841405195037,1
ataxx.easy.mcts-alpha_beta.t11,ataxx,easy,2.0,50000,200000,mcts,alpha_beta,second,78,board_full,12146672260329678233,1
ataxx.main.random-heuristic.t11,ataxx,main,0.5,50000,200000,random,heuristic,second,10,eliminated,6411885468283288850,1
ataxx.main.heuristic-random.t11,ataxx,main,0.5,50000,200000,heuristic,random,first,11,eliminated,1960924100618522805,1
ataxx.main.random-alpha_beta.t11,ataxx,main,0.5,50000,200000,random,alpha_beta,second,12,eliminated,10261563614369560476,1
ataxx.main.alpha_beta-random.t11,ataxx,main,0.5,50000,200000,alpha_beta,random,first,13,eliminated,12661438123888347015,1
ataxx.main.random-mcts.t11,ataxx,main,0.5,50000,200000,random,mcts,second,10,eliminated,2117166794362139080,1
ataxx.main.mcts-random.t11,ataxx,main,0.5,50000,200000,mcts,random,first,9,eliminated,7381319759776621252,1
ataxx.main.heuristic-alpha_beta.t11,ataxx,main,0.5,50000,200000,heuristic,alpha_beta,second,74,board_full,4876237820135619722,1
ataxx.main.alpha_beta-heuristic.t11,ataxx,main,0.5,50000,200000,alpha_beta,heuristic,first,66,board_full,11054434433620387243,1
ataxx.main.heuristic-mcts.t11,ataxx,main,0.5,50000,200000,heuristic,mcts,first,82,board_full,1384143956772227618,1
ataxx.main.mcts-heuristic.t11,ataxx,main,0.5,50000,200000,mcts,heuristic,first,13,eliminated,17588266001524426052,1
ataxx.main.alpha_beta-mcts.t11,ataxx,main,0.5,50000,200000,alpha_beta,mcts,first,91,board_full,8750101410477741156,1
ataxx.main.mcts-alpha_beta.t11,ataxx,main,0.5,50000,200000,mcts,alpha_beta,second,90,board_full,4812855193214332782,1
ataxx.hard.random-heuristic.t11,ataxx,hard,0.1,50000,200000,random,heuristic,second,6,eliminated,11849581866504853369,1
ataxx.hard.heuristic-random.t11,ataxx,hard,0.1,50000,200000,heuristic,random,first,9,eliminated,8626419516681858015,1
ataxx.hard.random-alpha_beta.t11,ataxx,hard,0.1,50000,200000,random,alpha_beta,second,10,eliminated,4353088486294370834,1
ataxx.hard.alpha_beta-random.t11,ataxx,hard,0.1,50000,200000,alpha_beta,random,first,9,eliminated,5576677133499571599,1
ataxx.hard.random-mcts.t11,ataxx,hard,0.1,50000,200000,random,mcts,second,10,eliminated,17659419789417652796,1
ataxx.hard.mcts-random.t11,ataxx,hard,0.1,50000,200000,mcts,random,first,5,eliminated,2072524633957807957,1
ataxx.hard.heuristic-alpha_beta.t11,ataxx,hard,0.1,50000,200000,heuristic,alpha_beta,second,81,board_full,15848823360792842559,1
ataxx.hard.alpha_beta-heuristic.t11,ataxx,hard,0.1,50000,200000,alpha_beta,heuristic,first,17,eliminated,8720595566519649412,1
ataxx.hard.heuristic-mcts.t11,ataxx,hard,0.1,50000,200000,heuristic,mcts,first,13,eliminated,4038977659020220047,1
ataxx.hard.mcts-heuristic.t11,ataxx,hard,0.1,50000,200000,mcts,heuristic,second,14,eliminated,10417888907077192924,1
ataxx.hard.alpha_beta-mcts.t11,ataxx,hard,0.1,50000,200000,alpha_beta,mcts,first,11,eliminated,15376679630597906529,1
ataxx.hard.mcts-alpha_beta.t11,ataxx,hard,0.1,50000,200000,mcts,alpha_beta,second,12,eliminated,9644998338670021747,1
isolation.easy.random-heuristic.t12,isolation,easy,0.5,50000,200000,random,heuristic,second,20,no_moves,2531007903906426474,1
isolation.easy.heuristic-random.t12,isolation,easy,0.5,50000,200000,heuristic,random,second,18,no_moves,9430401517654281361,1
isolation.easy.random-alpha_beta.t12,isolation,easy,0.5,50000,200000,random,alpha_beta,second,8,no_moves,11464734141927043536,1
isolation.easy.alpha_beta-random.t12,isolation,easy,0.5,50000,200000,alpha_beta,random,first,9,no_moves,4186671839995115210,1
isolation.easy.random-mcts.t12,isolation,easy,0.5,50000,200000,random,mcts,second,16,no_moves,5165256116975061729,1
isolation.easy.mcts-random.t12,isolation,easy,0.5,50000,200000,mcts,random,first,5,no_moves,13321678412605306535,1
isolation.easy.heuristic-alpha_beta.t12,isolation,easy,0.5,50000,200000,heuristic,alpha_beta,second,16,no_moves,12086123349032971569,1
isolation.easy.alpha_beta-heuristic.t12,isolation,easy,0.5,50000,200000,alpha_beta,heuristic,first,9,no_moves,6232314224728646846,1
isolation.easy.heuristic-mcts.t12,isolation,easy,0.5,50000,200000,heuristic,mcts,second,18,no_moves,15833925423542277746,1
isolation.easy.mcts-heuristic.t12,isolation,easy,0.5,50000,200000,mcts,heuristic,first,9,no_moves,2495631595812964291,1
isolation.easy.alpha_beta-mcts.t12,isolation,easy,0.5,50000,200000,alpha_beta,mcts,first,11,no_moves,15068458288569600378,1
isolation.easy.mcts-alpha_beta.t12,isolation,easy,0.5,50000,200000,mcts,alpha_beta,first,15,no_moves,3447667446629338861,1
isolation.main.random-heuristic.t12,isolation,main,0.1,50000,200000,random,heuristic,first,17,no_moves,13583891776951025069,1
isolation.main.heuristic-random.t12,isolation,main,0.1,50000,200000,heuristic,random,first,15,no_moves,8450859721024375005,1
isolation.main.random-alpha_beta.t12,isolation,main,0.1,50000,200000,random,alpha_beta,second,10,no_moves,15497484975010660130,1
isolation.main.alpha_beta-random.t12,isolation,main,0.1,50000,200000,alpha_beta,random,first,15,no_moves,17677289882106330314,1
isolation.main.random-mcts.t12,isolation,main,0.1,50000,200000,random,mcts,second,18,no_moves,5100752426775933296,1
isolation.main.mcts-random.t12,isolation,main,0.1,50000,200000,mcts,random,first,7,no_moves,3507690096026454204,1
isolation.main.heuristic-alpha_beta.t12,isolation,main,0.1,50000,200000,heuristic,alpha_beta,second,18,no_moves,3677145362038685274,1
isolation.main.alpha_beta-heuristic.t12,isolation,main,0.1,50000,200000,alpha_beta,heuristic,first,9,no_moves,4100953319459521426,1
isolation.main.heuristic-mcts.t12,isolation,main,0.1,50000,200000,heuristic,mcts,second,14,no_moves,10780316651474641044,1
isolation.main.mcts-heuristic.t12,isolation,main,0.1,50000,200000,mcts,heuristic,second,14,no_moves,9036516122787673122,1
isolation.main.alpha_beta-mcts.t12,isolation,main,0.1,50000,200000,alpha_beta,mcts,first,21,no_moves,5476453182622434672,1
isolation.main.mcts-alpha_beta.t12,isolation,main,0.1,50000,200000,mcts,alpha_beta,second,22,no_moves,10955194907726063853,1
isolation.hard.random-heuristic.t12,isolation,hard,0.02,50000,200000,random,heuristic,second,12,no_moves,15429911645105572424,1
isolation.hard.heuristic-random.t12,isolation,hard,0.02,50000,200000,heuristic,random,first,19,no_moves,618553986045070741,1
isolation.hard.random-alpha_beta.t12,isolation,hard,0.02,50000,200000,random,alpha_beta,second,8,no_moves,13567246780276565246,1
isolation.hard.alpha_beta-random.t12,isolation,hard,0.02,50000,200000,alpha_beta,random,first,7,no_moves,2101081612392318086,1
isolation.hard.random-mcts.t12,isolation,hard,0.02,50000,200000,random,mcts,second,14,no_moves,846325726392117180,1
isolation.hard.mcts-random.t12,isolation,hard,0.02,50000,200000,mcts,random,first,15,no_moves,9308457881435032927,1
isolation.hard.heuristic-alpha_beta.t12,isolation,hard,0.02,50000,200000,heuristic,alpha_beta,second,14,no_moves,9684507311114862608,1
isolation.hard.alpha_beta-heuristic.t12,isolation,hard,0.02,50000,200000,alpha_beta,heuristic,first,9,no_moves,4180582438134708099,1
isolation.hard.heuristic-mcts.t12,isolation,hard,0.02,50000,200000,heuristic,mcts,second,20,no_moves,9113066080388721725,1
isolation.hard.mcts-heuristic.t12,isolation,hard,0.02,50000,200000,mcts,heuristic,first,19,no_moves,17720918970545511702,1
isolation.hard.alpha_beta-mcts.t12,isolation,hard,0.02,50000,200000,alpha_beta,mcts,first,13,no_moves,11537787909762724615,1
isolation.hard.mcts-alpha_beta.t12,isolation,hard,0.02,50000,200000,mcts,alpha_beta,second,8,no_moves,10314162991599053734,1
uttt.easy.random-heuristic.t12,uttt,easy,2.0,50000,200000,random,heuristic,first,45,line,4286879329036131300,1
uttt.easy.heuristic-random.t12,uttt,easy,2.0,50000,200000,heuristic,random,first,45,line,333700062069706386,1
uttt.easy.random-alpha_beta.t12,uttt,easy,2.0,50000,200000,random,alpha_beta,second,36,line,17221212918597925802,1
uttt.easy.alpha_beta-random.t12,uttt,easy,2.0,50000,200000,alpha_beta,random,first,31,line,9639072816398055899,1
uttt.easy.random-mcts.t12,uttt,easy,2.0,50000,200000,random,mcts,second,34,line,17855770223775719531,1
uttt.easy.mcts-random.t12,uttt,easy,2.0,50000,200000,mcts,random,first,41,line,8468238086289780796,1
uttt.easy.heuristic-alpha_beta.t12,uttt,easy,2.0,50000,200000,heuristic,alpha_beta,second,36,line,6235346220930111471,1
uttt.easy.alpha_beta-heuristic.t12,uttt,easy,2.0,50000,200000,alpha_beta,heuristic,first,23,line,7911348583787163135,1
uttt.easy.heuristic-mcts.t12,uttt,easy,2.0,50000,200000,heuristic,mcts,second,32,line,15359893256598899089,1
uttt.easy.mcts-heuristic.t12,uttt,easy,2.0,50000,200000,mcts,heuristic,first,35,line,4463326045874445460,1
uttt.easy.alpha_beta-mcts.t12,uttt,easy,2.0,50000,200000,alpha_beta,mcts,second,54,line,9328890564411331118,1
uttt.easy.mcts-alpha_beta.t12,uttt,easy,2.0,50000,200000,mcts,alpha_beta,draw,59,early_draw,17894862624767120515,1
uttt.main.random-heuristic.t12,uttt,main,0.5,50000,200000,random,heuristic,second,34,line,2030774617407051909,1
uttt.main.heuristic-random.t12,uttt,main,0.5,50000,200000,heuristic,random,second,46,line,9915380306361269012,1
uttt.main.random-alpha_beta.t12,uttt,main,0.5,50000,200000,random,alpha_beta,second,34,line,1492129512143889461,1
uttt.main.alpha_beta-random.t12,uttt,main,0.5,50000,200000,alpha_beta,random,first,35,line,8698127968111445246,1
uttt.main.random-mcts.t12,uttt,main,0.5,50000,200000,random,mcts,second,42,line,16310516159534839049,1
uttt.main.mcts-random.t12,uttt,main,0.5,50000,200000,mcts,random,first,27,line,4324106102984928850,1
uttt.main.heuristic-alpha_beta.t12,uttt,main,0.5,50000,200000,heuristic,alpha_beta,second,34,line,5634767210735953631,1
uttt.main.alpha_beta-heuristic.t12,uttt,main,0.5,50000,200000,alpha_beta,heuristic,first,37,line,16358366704717812553,1
uttt.main.heuristic-mcts.t12,uttt,main,0.5,50000,200000,heuristic,mcts,second,32,line,18233974932605555088,1
uttt.main.mcts-heuristic.t12,uttt,main,0.5,50000,200000,mcts,heuristic,first,39,line,17582540348993842361,1
uttt.main.alpha_beta-mcts.t12,uttt,main,0.5,50000,200000,alpha_beta,mcts,first,49,line,5231935397322350572,1
uttt.main.mcts-alpha_beta.t12,uttt,main,0.5,50000,200000,mcts,alpha_beta,first,57,line,3557531700076208499,1
uttt.hard.random-heuristic.t12,uttt,hard,0.1,50000,200000,random,heuristic,second,42,line,43232379902978328,1
uttt.hard.heuristic-random.t12,uttt,hard,0.1,50000,200000,heuristic,random,first,37,line,11598685228460517516,1
uttt.hard.random-alpha_beta.t12,uttt,hard,0.1,50000,200000,random,alpha_beta,second,44,line,5516259687188967966,1
uttt.hard.alpha_beta-random.t12,uttt,hard,0.1,50000,200000,alpha_beta,random,first,31,line,18030766150659638372,1
uttt.hard.random-mcts.t12,uttt,hard,0.1,50000,200000,random,mcts,second,44,line,8242899230502311168,1
uttt.hard.mcts-random.t12,uttt,hard,0.1,50000,200000,mcts,random,first,31,line,11312370460501224861,1
uttt.hard.heuristic-alpha_beta.t12,uttt,hard,0.1,50000,200000,heuristic,alpha_beta,second,38,line,2090513621004094199,1
uttt.hard.alpha_beta-heuristic.t12,uttt,hard,0.1,50000,200000,alpha_beta,heuristic,draw,43,early_draw,5466505107862579022,1
uttt.hard.heuristic-mcts.t12,uttt,hard,0.1,50000,200000,heuristic,mcts,second,38,line,3806890679339339035,1
uttt.hard.mcts-heuristic.t12,uttt,hard,0.1,50000,200000,mcts,heuristic,first,29,line,7766308399175241682,1
