game_id,ply,agent,side,tag,elapsed_s,nodes,simulations,depth,move,legal_move_count,tt_lookups,tt_hits,tt_size,mcts_tree_nodes,mcts_reused_nodes
isolation.easy.random-heuristic.t0,0,random,0,normal,0.000012,1,,,c2,11,,,,,
isolation.easy.random-heuristic.t0,1,heuristic,1,normal,0.000060,8,,,b2,8,,,,,
isolation.easy.random-heuristic.t0,2,random,0,normal,0.000003,1,,,e4,10,,,,,
isolation.easy.random-heuristic.t0,3,heuristic,1,normal,0.000058,10,,,d4,10,,,,,
isolation.easy.random-heuristic.t0,4,random,0,normal,0.000002,1,,,d5,6,,,,,
isolation.easy.random-heuristic.t0,5,heuristic,1,normal,0.000044,9,,,c4,9,,,,,
isolation.easy.random-heuristic.t0,6,random,0,normal,0.000002,1,,,e5,1,,,,,
isolation.easy.random-heuristic.t0,7,heuristic,1,normal,0.000015,8,,,b5,8,,,,,
isolation.easy.heuristic-random.t0,0,heuristic,0,normal,0.000078,11,,,c3,11,,,,,
isolation.easy.heuristic-random.t0,1,random,1,normal,0.000003,1,,,d2,9,,,,,
isolation.easy.heuristic-random.t0,2,heuristic,0,normal,0.000071,12,,,d3,12,,,,,
isolation.easy.heuristic-random.t0,3,random,1,normal,0.000002,1,,,e3,7,,,,,
isolation.easy.heuristic-random.t0,4,heuristic,0,normal,0.000038,8,,,e4,8,,,,,
isolation.easy.heuristic-random.t0,5,random,1,normal,0.000002,1,,,e2,3,,,,,
isolation.easy.heuristic-random.t0,6,heuristic,0,normal,0.000028,6,,,a4,6,,,,,
isolation.easy.heuristic-random.t0,7,random,1,normal,0.000002,1,,,e1,2,,,,,
isolation.easy.heuristic-random.t0,8,heuristic,0,normal,0.000043,11,,,d1,11,,,,,
isolation.easy.random-alpha_beta.t0,0,random,0,normal,0.000004,1,,,c3,11,,,,,
isolation.easy.random-alpha_beta.t0,1,alpha_beta,1,time-limited,0.500018,150566,,9,b1,9,55658,13764,41893,,
isolation.easy.random-alpha_beta.t0,2,random,0,normal,0.000007,1,,,b4,14,,,,,
isolation.easy.random-alpha_beta.t0,3,alpha_beta,1,time-limited,0.500085,152980,,11,e4,7,82054,26344,97597,,
isolation.easy.random-alpha_beta.t0,4,random,0,normal,0.000011,1,,,d4,8,,,,,
isolation.easy.random-alpha_beta.t0,5,alpha_beta,1,normal,0.117524,36359,,15,e2,7,27324,19029,105892,,
isolation.easy.random-alpha_beta.t0,6,random,0,normal,0.000006,1,,,c4,7,,,,,
isolation.easy.random-alpha_beta.t0,7,alpha_beta,1,normal,0.000070,16,,2,a2,8,8,8,105892,,
isolation.easy.random-alpha_beta.t0,8,random,0,normal,0.000002,1,,,d3,4,,,,,
isolation.easy.random-alpha_beta.t0,9,alpha_beta,1,normal,0.000265,42,,3,c2,8,21,17,105896,,
isolation.easy.random-alpha_beta.t0,10,random,0,normal,0.000003,1,,,e3,3,,,,,
isolation.easy.random-alpha_beta.t0,11,alpha_beta,1,normal,0.000023,5,,1,d2,5,0,0,105896,,
isolation.easy.alpha_beta-random.t0,0,alpha_beta,0,time-limited,0.500052,142070,,9,c2,11,50664,15430,35234,,
isolation.easy.alpha_beta-random.t0,1,random,1,normal,0.000007,1,,,a1,8,,,,,
isolation.easy.alpha_beta-random.t0,2,alpha_beta,0,time-limited,0.500016,151029,,10,c3,12,69449,27297,77385,,
isolation.easy.alpha_beta-random.t0,3,random,1,normal,0.000006,1,,,a4,6,,,,,
isolation.easy.alpha_beta-random.t0,4,alpha_beta,0,normal,0.094259,32297,,11,b4,12,19552,13100,83837,,
isolation.easy.alpha_beta-random.t0,5,random,1,normal,0.000006,1,,,a5,5,,,,,
isolation.easy.alpha_beta-random.t0,6,alpha_beta,0,normal,0.000040,8,,1,b5,8,0,0,83837,,
isolation.easy.random-mcts.t0,0,random,0,normal,0.000023,1,,,c2,11,,,,,
isolation.easy.random-mcts.t0,1,mcts,1,time-limited,0.500022,,20596,,e1,8,,,,20478,0
isolation.easy.random-mcts.t0,2,random,0,normal,0.000004,1,,,d3,12,,,,,
isolation.easy.random-mcts.t0,3,mcts,1,time-limited,0.500017,,20422,,a5,9,,,,20467,337
isolation.easy.random-mcts.t0,4,random,0,normal,0.000005,1,,,d4,12,,,,,
isolation.easy.random-mcts.t0,5,mcts,1,time-limited,0.500016,,24765,,b4,8,,,,24529,531
isolation.easy.random-mcts.t0,6,random,0,normal,0.000004,1,,,e5,8,,,,,
isolation.easy.random-mcts.t0,7,mcts,1,time-limited,0.500020,,43705,,c4,9,,,,18502,337
isolation.easy.random-mcts.t0,8,random,0,normal,0.000004,1,,,e4,4,,,,,
isolation.easy.random-mcts.t0,9,mcts,1,time-limited,0.500010,,86398,,c3,5,,,,5515,3762
isolation.easy.random-mcts.t0,10,random,0,normal,0.000004,1,,,e3,3,,,,,
isolation.easy.random-mcts.t0,11,mcts,1,time-limited,0.500016,,96432,,b2,5,,,,1560,1560
isolation.easy.random-mcts.t0,12,random,0,normal,0.000007,1,,,e2,2,,,,,
isolation.easy.random-mcts.t0,13,mcts,1,time-limited,0.500015,,115937,,a1,5,,,,184,184
isolation.easy.random-mcts.t0,14,random,0,normal,0.000007,1,,,d1,2,,,,,
isolation.easy.random-mcts.t0,15,mcts,1,time-limited,0.500013,,163685,,a2,4,,,,21,21
isolation.easy.random-mcts.t0,16,random,0,normal,0.000006,1,,,d2,1,,,,,
isolation.easy.random-mcts.t0,17,mcts,1,time-limited,0.500011,,249070,,a3,4,,,,5,5
isolation.easy.mcts-random.t0,0,mcts,0,time-limited,0.500014,,17652,,b4,11,,,,17653,0
isolation.easy.mcts-random.t0,1,random,1,normal,0.000005,1,,,b2,11,,,,,
isolation.easy.mcts-random.t0,2,mcts,0,time-limited,0.500030,,20319,,c3,11,,,,20482,194
isolation.easy.mcts-random.t0,3,random,1,normal,0.000005,1,,,a2,8,,,,,
isolation.easy.mcts-random.t0,4,mcts,0,time-limited,0.500014,,73618,,b3,10,,,,4661,362
isolation.easy.mcts-random.t0,5,random,1,normal,0.000005,1,,,a4,5,,,,,
isolation.easy.mcts-random.t0,6,mcts,0,time-limited,0.500015,,117009,,c4,5,,,,680,517
isolation.easy.mcts-random.t0,7,random,1,normal,0.000004,1,,,b5,3,,,,,
isolation.easy.mcts-random.t0,8,mcts,0,time-limited,0.500017,,146832,,d4,5,,,,50,50
isolation.easy.mcts-random.t0,9,random,1,normal,0.000006,1,,,a5,1,,,,,
isolation.easy.mcts-random.t0,10,mcts,0,time-limited,0.500013,,255681,,d3,7,,,,8,8
isolation.easy.heuristic-alpha_beta.t0,0,heuristic,0,normal,0.000088,11,,,c3,11,,,,,
isolation.easy.heuristic-alpha_beta.t0,1,alpha_beta,1,time-limited,0.500131,123990,,9,b1,9,45070,10992,34075,,
isolation.easy.heuristic-alpha_beta.t0,2,heuristic,0,normal,0.000073,14,,,b3,14,,,,,
isolation.easy.heuristic-alpha_beta.t0,3,alpha_beta,1,time-limited,0.500019,161378,,13,e4,6,97456,40337,91187,,
isolation.easy.heuristic-alpha_beta.t0,4,heuristic,0,normal,0.000056,10,,,c4,10,,,,,
isolation.easy.heuristic-alpha_beta.t0,5,alpha_beta,1,normal,0.055309,19853,,13,e2,8,13915,9455,95647,,
isolation.easy.heuristic-alpha_beta.t0,6,heuristic,0,normal,0.000036,6,,,d3,6,,,,,
isolation.easy.heuristic-alpha_beta.t0,7,alpha_beta,1,normal,0.000076,18,,2,c2,7,7,7,95647,,
isolation.easy.heuristic-alpha_beta.t0,8,heuristic,0,normal,0.000025,5,,,d2,5,,,,,
isolation.easy.heuristic-alpha_beta.t0,9,alpha_beta,1,normal,0.000040,9,,2,b2,3,3,3,95647,,
isolation.easy.heuristic-alpha_beta.t0,10,heuristic,0,normal,0.000014,3,,,d1,3,,,,,
isolation.easy.heuristic-alpha_beta.t0,11,alpha_beta,1,normal,0.000082,28,,3,a3,3,9,7,95649,,
isolation.easy.heuristic-alpha_beta.t0,12,heuristic,0,normal,0.000007,1,,,e1,1,,,,,
isolation.easy.heuristic-alpha_beta.t0,13,alpha_beta,1,normal,0.000011,5,,1,a4,5,0,0,95649,,
isolation.easy.alpha_beta-heuristic.t0,0,alpha_beta,0,time-limited,0.500060,136950,,9,c2,11,48306,14698,33607,,
isolation.easy.alpha_beta-heuristic.t0,1,heuristic,1,normal,0.000073,8,,,b2,8,,,,,
isolation.easy.alpha_beta-heuristic.t0,2,alpha_beta,0,time-limited,0.500019,155091,,12,c3,10,89433,50004,73035,,
isolation.easy.alpha_beta-heuristic.t0,3,heuristic,1,normal,0.000060,7,,,b4,7,,,,,
isolation.easy.alpha_beta-heuristic.t0,4,alpha_beta,0,normal,0.349026,112329,,13,c4,9,67649,41543,99141,,
isolation.easy.alpha_beta-heuristic.t0,5,heuristic,1,normal,0.000032,5,,,a4,5,,,,,
isolation.easy.alpha_beta-heuristic.t0,6,alpha_beta,0,normal,0.000720,220,,5,a2,8,98,63,99176,,
isolation.easy.alpha_beta-heuristic.t0,7,heuristic,1,normal,0.000018,4,,,b3,4,,,,,
isolation.easy.alpha_beta-heuristic.t0,8,alpha_beta,0,normal,0.000014,3,,1,a3,3,0,0,99176,,
isolation.easy.heuristic-mcts.t0,0,heuristic,0,normal,0.000078,11,,,c3,11,,,,,
isolation.easy.heuristic-mcts.t0,1,mcts,1,time-limited,0.500014,,18808,,c2,9,,,,18802,0
isolation.easy.heuristic-mcts.t0,2,heuristic,0,normal,0.000062,13,,,d3,13,,,,,
isolation.easy.heuristic-mcts.t0,3,mcts,1,time-limited,0.500041,,23727,,b3,8,,,,23544,209
isolation.easy.heuristic-mcts.t0,4,heuristic,0,normal,0.000045,9,,,e4,9,,,,,
isolation.easy.heuristic-mcts.t0,5,mcts,1,time-limited,0.500019,,37235,,c4,9,,,,22127,703
isolation.easy.heuristic-mcts.t0,6,heuristic,0,normal,0.000031,6,,,d4,6,,,,,
isolation.easy.heuristic-mcts.t0,7,mcts,1,time-limited,0.500015,,60091,,a4,4,,,,20892,3414
isolation.easy.heuristic-mcts.t0,8,heuristic,0,normal,0.000022,3,,,e3,3,,,,,
isolation.easy.heuristic-mcts.t0,9,mcts,1,time-limited,0.500016,,72457,,a3,6,,,,5400,4954
isolation.easy.heuristic-mcts.t0,10,heuristic,0,normal,0.000022,3,,,e2,3,,,,,
isolation.easy.heuristic-mcts.t0,11,mcts,1,time-limited,0.500013,,97995,,b2,4,,,,440,433
isolation.easy.heuristic-mcts.t0,12,heuristic,0,normal,0.000024,3,,,d1,3,,,,,
isolation.easy.heuristic-mcts.t0,13,mcts,1,time-limited,0.500015,,136129,,b1,3,,,,46,46
isolation.easy.heuristic-mcts.t0,14,heuristic,0,normal,0.000020,2,,,d2,2,,,,,
isolation.easy.heuristic-mcts.t0,15,mcts,1,time-limited,0.500052,,207831,,a1,2,,,,7,7
isolation.easy.heuristic-mcts.t0,16,heuristic,0,normal,0.000018,1,,,e1,1,,,,,
isolation.easy.heuristic-mcts.t0,17,mcts,1,time-limited,0.500014,,371163,,a2,1,,,,2,2
isolation.easy.mcts-heuristic.t0,0,mcts,0,time-limited,0.500016,,15573,,c3,11,,,,15574,0
isolation.easy.mcts-heuristic.t0,1,heuristic,1,normal,0.000050,9,,,b2,9,,,,,
isolation.easy.mcts-heuristic.t0,2,mcts,0,time-limited,0.500022,,19745,,c2,12,,,,19885,164
isolation.easy.mcts-heuristic.t0,3,heuristic,1,normal,0.000036,7,,,b3,7,,,,,
isolation.easy.mcts-heuristic.t0,4,mcts,0,time-limited,0.500016,,20383,,e2,6,,,,19737,283
isolation.easy.mcts-heuristic.t0,5,heuristic,1,normal,0.000036,7,,,a4,7,,,,,
isolation.easy.mcts-heuristic.t0,6,mcts,0,time-limited,0.500011,,46583,,c4,9,,,,13053,1291
isolation.easy.mcts-heuristic.t0,7,heuristic,1,normal,0.000033,6,,,b4,6,,,,,
isolation.easy.mcts-heuristic.t0,8,mcts,0,time-limited,0.500018,,79063,,e4,5,,,,5131,2790
isolation.easy.mcts-heuristic.t0,9,heuristic,1,normal,0.000025,3,,,a3,3,,,,,
isolation.easy.mcts-heuristic.t0,10,mcts,0,time-limited,0.500014,,77204,,d3,5,,,,1246,1246
isolation.easy.mcts-heuristic.t0,11,heuristic,1,normal,0.000022,2,,,a2,2,,,,,
isolation.easy.mcts-heuristic.t0,12,mcts,0,time-limited,0.500012,,123686,,e3,5,,,,96,96
isolation.easy.mcts-heuristic.t0,13,heuristic,1,normal,0.000019,2,,,a1,2,,,,,
isolation.easy.mcts-heuristic.t0,14,mcts,0,time-limited,0.500012,,177889,,d2,2,,,,9,9
isolation.easy.mcts-heuristic.t0,15,heuristic,1,normal,0.000019,1,,,b1,1,,,,,
isolation.easy.mcts-heuristic.t0,16,mcts,0,time-limited,0.500013,,301604,,d1,2,,,,3,3
isolation.easy.alpha_beta-mcts.t0,0,alpha_beta,0,time-limited,0.500177,117670,,9,c2,11,39330,11488,27841,,
isolation.easy.alpha_beta-mcts.t0,1,mcts,1,time-limited,0.500025,,17994,,a1,8,,,,17885,0
isolation.easy.alpha_beta-mcts.t0,2,alpha_beta,0,time-limited,0.500061,137317,,10,c3,12,63269,23647,67462,,
isolation.easy.alpha_beta-mcts.t0,3,mcts,1,time-limited,0.500018,,21232,,a5,6,,,,19472,228
isolation.easy.alpha_beta-mcts.t0,4,alpha_beta,0,normal,0.000139,22,,2,c4,11,11,11,67462,,
isolation.easy.alpha_beta-mcts.t0,5,mcts,1,time-limited,0.500013,,67096,,a2,5,,,,6016,917
isolation.easy.alpha_beta-mcts.t0,6,alpha_beta,0,normal,0.004643,1347,,6,a4,9,661,307,67816,,
isolation.easy.alpha_beta-mcts.t0,7,mcts,1,time-limited,0.500015,,116907,,b2,4,,,,195,180
isolation.easy.alpha_beta-mcts.t0,8,alpha_beta,0,normal,0.000133,26,,3,b3,4,12,7,67821,,
isolation.easy.alpha_beta-mcts.t0,9,mcts,1,time-limited,0.500013,,225587,,a3,2,,,,9,9
isolation.easy.alpha_beta-mcts.t0,10,alpha_beta,0,normal,0.000029,2,,1,b4,2,0,0,67821,,
isolation.easy.mcts-alpha_beta.t0,0,mcts,0,time-limited,0.500017,,16772,,c2,11,,,,16771,0
isolation.easy.mcts-alpha_beta.t0,1,alpha_beta,1,time-limited,0.500047,144788,,11,b2,8,70162,32600,37561,,
isolation.easy.mcts-alpha_beta.t0,2,mcts,0,time-limited,0.500015,,20610,,c3,10,,,,19288,198
isolation.easy.mcts-alpha_beta.t0,3,alpha_beta,1,time-limited,0.500064,151935,,16,b5,7,115341,90768,62133,,
isolation.easy.mcts-alpha_beta.t0,4,mcts,0,time-limited,0.500016,,30476,,c4,11,,,,21766,2623
isolation.easy.mcts-alpha_beta.t0,5,alpha_beta,1,normal,0.051394,19528,,16,b3,4,17290,16107,63316,,
isolation.easy.mcts-alpha_beta.t0,6,mcts,0,time-limited,0.530608,,23593,,d5,7,,,,38171,17343
isolation.easy.mcts-alpha_beta.t0,7,alpha_beta,1,normal,0.057223,15061,,12,a4,4,10132,8263,65185,,
isolation.easy.mcts-alpha_beta.t0,8,mcts,0,time-limited,0.500024,,30188,,e5,6,,,,38185,15504
isolation.easy.mcts-alpha_beta.t0,9,alpha_beta,1,normal,0.011525,4288,,10,a1,5,2527,1597,66115,,
isolation.easy.mcts-alpha_beta.t0,10,mcts,0,time-limited,0.500020,,66722,,e1,5,,,,8671,5514
isolation.easy.mcts-alpha_beta.t0,11,alpha_beta,1,normal,0.007764,2617,,10,b1,3,1678,1217,66576,,
isolation.easy.mcts-alpha_beta.t0,12,mcts,0,time-limited,0.500017,,80492,,d1,5,,,,1223,1223
isolation.easy.mcts-alpha_beta.t0,13,alpha_beta,1,normal,0.001602,472,,8,a2,1,327,327,66576,,
isolation.easy.mcts-alpha_beta.t0,14,mcts,0,time-limited,0.500017,,98176,,d3,4,,,,289,289
isolation.easy.mcts-alpha_beta.t0,15,alpha_beta,1,normal,0.000037,2,,2,a3,1,1,1,66576,,
isolation.easy.mcts-alpha_beta.t0,16,mcts,0,time-limited,0.500015,,122171,,d4,5,,,,65,65
isolation.easy.mcts-alpha_beta.t0,17,alpha_beta,1,normal,0.000036,2,,2,b4,1,1,1,66576,,
isolation.easy.mcts-alpha_beta.t0,18,mcts,0,time-limited,0.500013,,197574,,e4,2,,,,10,10
isolation.easy.mcts-alpha_beta.t0,19,alpha_beta,1,normal,0.000037,3,,2,a5,1,1,1,66576,,
isolation.easy.mcts-alpha_beta.t0,20,mcts,0,time-limited,0.500013,,335779,,e3,2,,,,3,3
isolation.main.random-heuristic.t0,0,random,0,normal,0.000012,1,,,b5,11,,,,,
isolation.main.random-heuristic.t0,1,heuristic,1,normal,0.000062,11,,,c4,11,,,,,
isolation.main.random-heuristic.t0,2,random,0,normal,0.000002,1,,,b4,6,,,,,
isolation.main.random-heuristic.t0,3,heuristic,1,normal,0.000043,9,,,c3,9,,,,,
isolation.main.random-heuristic.t0,4,random,0,normal,0.000002,1,,,b2,6,,,,,
isolation.main.random-heuristic.t0,5,heuristic,1,normal,0.000039,9,,,c2,9,,,,,
isolation.main.random-heuristic.t0,6,random,0,normal,0.000002,1,,,b3,5,,,,,
isolation.main.random-heuristic.t0,7,heuristic,1,normal,0.000024,6,,,e4,6,,,,,
isolation.main.random-heuristic.t0,8,random,0,normal,0.000002,1,,,a2,3,,,,,
isolation.main.random-heuristic.t0,9,heuristic,1,normal,0.000027,7,,,d3,7,,,,,
isolation.main.random-heuristic.t0,10,random,0,normal,0.000001,1,,,a4,5,,,,,
isolation.main.random-heuristic.t0,11,heuristic,1,normal,0.000022,6,,,d2,6,,,,,
isolation.main.random-heuristic.t0,12,random,0,normal,0.000002,1,,,a5,2,,,,,
isolation.main.random-heuristic.t0,13,heuristic,1,normal,0.000008,4,,,e3,4,,,,,
isolation.main.heuristic-random.t0,0,heuristic,0,normal,0.000065,11,,,c3,11,,,,,
isolation.main.heuristic-random.t0,1,random,1,normal,0.000002,1,,,a1,9,,,,,
isolation.main.heuristic-random.t0,2,heuristic,0,normal,0.000054,13,,,d3,13,,,,,
isolation.main.heuristic-random.t0,3,random,1,normal,0.000002,1,,,b2,6,,,,,
isolation.main.heuristic-random.t0,4,heuristic,0,normal,0.000049,11,,,e4,11,,,,,
isolation.main.heuristic-random.t0,5,random,1,normal,0.000002,1,,,c2,9,,,,,
isolation.main.heuristic-random.t0,6,heuristic,0,normal,0.000039,9,,,a4,9,,,,,
isolation.main.heuristic-random.t0,7,random,1,normal,0.000002,1,,,e2,5,,,,,
isolation.main.heuristic-random.t0,8,heuristic,0,normal,0.000032,8,,,b4,8,,,,,
isolation.main.heuristic-random.t0,9,random,1,normal,0.000001,1,,,d2,4,,,,,
isolation.main.heuristic-random.t0,10,heuristic,0,normal,0.000024,6,,,c4,6,,,,,
isolation.main.heuristic-random.t0,11,random,1,normal,0.000002,1,,,e3,3,,,,,
isolation.main.heuristic-random.t0,12,heuristic,0,normal,0.000017,5,,,d4,5,,,,,
isolation.main.random-alpha_beta.t0,0,random,0,normal,0.000003,1,,,c4,11,,,,,
isolation.main.random-alpha_beta.t0,1,alpha_beta,1,time-limited,0.150151,21080,,7,c3,10,7545,2177,5367,,
isolation.main.random-alpha_beta.t0,2,random,0,normal,0.000007,1,,,e4,10,,,,,
isolation.main.random-alpha_beta.t0,3,alpha_beta,1,time-limited,0.100013,32918,,9,d3,13,18193,8478,15077,,
isolation.main.random-alpha_beta.t0,4,random,0,normal,0.000006,1,,,d4,6,,,,,
isolation.main.random-alpha_beta.t0,5,alpha_beta,1,normal,0.001287,493,,5,e2,6,169,81,15165,,
isolation.main.random-alpha_beta.t0,6,random,0,normal,0.000003,1,,,e5,3,,,,,
isolation.main.random-alpha_beta.t0,7,alpha_beta,1,normal,0.000153,74,,3,b2,7,21,9,15177,,
isolation.main.random-alpha_beta.t0,8,random,0,normal,0.000002,1,,,d5,1,,,,,
isolation.main.random-alpha_beta.t0,9,alpha_beta,1,normal,0.000016,9,,1,a3,9,0,0,15177,,
isolation.main.alpha_beta-random.t0,0,alpha_beta,0,time-limited,0.100032,28424,,7,c2,11,9398,2561,6836,,
isolation.main.alpha_beta-random.t0,1,random,1,normal,0.000008,1,,,e3,8,,,,,
isolation.main.alpha_beta-random.t0,2,alpha_beta,0,time-limited,0.100054,31206,,9,c3,12,14295,6855,14275,,
isolation.main.alpha_beta-random.t0,3,random,1,normal,0.000007,1,,,e4,7,,,,,
isolation.main.alpha_beta-random.t0,4,alpha_beta,0,normal,0.097371,32875,,11,d4,12,19060,12046,21289,,
isolation.main.alpha_beta-random.t0,5,random,1,normal,0.000006,1,,,d3,3,,,,,
isolation.main.alpha_beta-random.t0,6,alpha_beta,0,normal,0.000046,10,,2,c4,5,5,5,21289,,
isolation.main.alpha_beta-random.t0,7,random,1,normal,0.000002,1,,,e2,3,,,,,
isolation.main.alpha_beta-random.t0,8,alpha_beta,0,normal,0.000746,245,,5,b4,6,153,109,21333,,
isolation.main.alpha_beta-random.t0,9,random,1,normal,0.000002,1,,,e1,3,,,,,
isolation.main.alpha_beta-random.t0,10,alpha_beta,0,normal,0.000839,361,,5,a5,7,151,76,21408,,
isolation.main.alpha_beta-random.t0,11,random,1,normal,0.000002,1,,,d1,2,,,,,
isolation.main.alpha_beta-random.t0,12,alpha_beta,0,normal,0.000119,47,,3,a2,5,15,7,21416,,
isolation.main.alpha_beta-random.t0,13,random,1,normal,0.000002,1,,,d2,1,,,,,
isolation.main.alpha_beta-random.t0,14,alpha_beta,0,normal,0.000013,6,,1,a3,6,0,0,21416,,
isolation.main.random-mcts.t0,0,random,0,normal,0.000008,1,,,a5,11,,,,,
isolation.main.random-mcts.t0,1,mcts,1,time-limited,0.100011,,3955,,d1,11,,,,3956,0
isolation.main.random-mcts.t0,2,random,0,normal,0.000003,1,,,a2,9,,,,,
isolation.main.random-mcts.t0,3,mcts,1,time-limited,0.100011,,4183,,c2,9,,,,4218,40
isolation.main.random-mcts.t0,4,random,0,normal,0.000004,1,,,b3,8,,,,,
isolation.main.random-mcts.t0,5,mcts,1,time-limited,0.100015,,4879,,c4,8,,,,4889,65
isolation.main.random-mcts.t0,6,random,0,normal,0.000004,1,,,b2,9,,,,,
isolation.main.random-mcts.t0,7,mcts,1,time-limited,0.100008,,14544,,c3,9,,,,4463,47
isolation.main.random-mcts.t0,8,random,0,normal,0.000004,1,,,a1,3,,,,,
isolation.main.random-mcts.t0,9,mcts,1,time-limited,0.100014,,29800,,d2,7,,,,54,54
isolation.main.random-mcts.t0,10,random,0,normal,0.000006,1,,,b1,1,,,,,
isolation.main.random-mcts.t0,11,mcts,1,time-limited,0.100011,,50155,,d3,6,,,,7,7
isolation.main.mcts-random.t0,0,mcts,0,time-limited,0.100013,,3883,,e3,11,,,,3884,0
isolation.main.mcts-random.t0,1,random,1,normal,0.000006,1,,,d2,10,,,,,
isolation.main.mcts-random.t0,2,mcts,0,time-limited,0.100016,,4309,,a3,9,,,,4353,49
isolation.main.mcts-random.t0,3,random,1,normal,0.000004,1,,,c3,12,,,,,
isolation.main.mcts-random.t0,4,mcts,0,time-limited,0.100017,,4165,,a2,7,,,,4221,73
isolation.main.mcts-random.t0,5,random,1,normal,0.000005,1,,,e5,10,,,,,
isolation.main.mcts-random.t0,6,mcts,0,time-limited,0.100019,,14863,,c4,7,,,,1322,81
isolation.main.mcts-random.t0,7,random,1,normal,0.000004,1,,,d4,3,,,,,
isolation.main.mcts-random.t0,8,mcts,0,time-limited,0.100009,,22537,,d3,7,,,,348,262
isolation.main.mcts-random.t0,9,random,1,normal,0.000004,1,,,d5,2,,,,,
isolation.main.mcts-random.t0,10,mcts,0,time-limited,0.100009,,35682,,e2,4,,,,21,21
isolation.main.mcts-random.t0,11,random,1,normal,0.000006,1,,,e4,1,,,,,
isolation.main.mcts-random.t0,12,mcts,0,time-limited,0.100010,,57763,,e1,2,,,,3,3
isolation.main.heuristic-alpha_beta.t0,0,heuristic,0,normal,0.000064,11,,,c3,11,,,,,
isolation.main.heuristic-alpha_beta.t0,1,alpha_beta,1,time-limited,0.100023,28328,,7,b1,9,8821,1767,7053,,
isolation.main.heuristic-alpha_beta.t0,2,heuristic,0,normal,0.000074,14,,,b2,14,,,,,
isolation.main.heuristic-alpha_beta.t0,3,alpha_beta,1,time-limited,0.100036,30118,,9,e4,5,13242,4113,16181,,
isolation.main.heuristic-alpha_beta.t0,4,heuristic,0,normal,0.000051,9,,,e2,9,,,,,
isolation.main.heuristic-alpha_beta.t0,5,alpha_beta,1,time-limited,0.100053,28949,,10,a4,9,17301,8029,25453,,
isolation.main.heuristic-alpha_beta.t0,6,heuristic,0,normal,0.000056,8,,,c4,8,,,,,
isolation.main.heuristic-alpha_beta.t0,7,alpha_beta,1,normal,0.033460,10006,,15,d1,9,7607,6124,26936,,
isolation.main.heuristic-alpha_beta.t0,8,heuristic,0,normal,0.000048,7,,,d3,7,,,,,
isolation.main.heuristic-alpha_beta.t0,9,alpha_beta,1,normal,0.000070,13,,2,c2,4,4,4,26936,,
isolation.main.heuristic-alpha_beta.t0,10,heuristic,0,normal,0.000022,4,,,d2,4,,,,,
isolation.main.heuristic-alpha_beta.t0,11,alpha_beta,1,normal,0.000689,192,,9,b3,1,149,143,26942,,
isolation.main.heuristic-alpha_beta.t0,12,heuristic,0,normal,0.000024,2,,,e3,2,,,,,
isolation.main.heuristic-alpha_beta.t0,13,alpha_beta,1,normal,0.000071,9,,2,b5,4,4,4,26942,,
isolation.main.heuristic-alpha_beta.t0,14,heuristic,0,normal,0.000008,1,,,d4,1,,,,,
isolation.main.heuristic-alpha_beta.t0,15,alpha_beta,1,normal,0.000022,4,,2,b4,2,2,2,26942,,
isolation.main.heuristic-alpha_beta.t0,16,heuristic,0,normal,0.000013,2,,,d5,2,,,,,
isolation.main.heuristic-alpha_beta.t0,17,alpha_beta,1,normal,0.000021,4,,2,a3,2,2,2,26942,,
isolation.main.heuristic-alpha_beta.t0,18,heuristic,0,normal,0.000007,1,,,e5,1,,,,,
isolation.main.heuristic-alpha_beta.t0,19,alpha_beta,1,normal,0.000008,2,,1,a2,2,0,0,26942,,
isolation.main.alpha_beta-heuristic.t0,0,alpha_beta,0,time-limited,0.100051,27288,,7,c2,11,8802,2367,6434,,
isolation.main.alpha_beta-heuristic.t0,1,heuristic,1,normal,0.000048,8,,,b2,8,,,,,
isolation.main.alpha_beta-heuristic.t0,2,alpha_beta,0,time-limited,0.100020,28871,,8,c3,10,11921,4225,14128,,
isolation.main.alpha_beta-heuristic.t0,3,heuristic,1,normal,0.000046,7,,,b4,7,,,,,
isolation.main.alpha_beta-heuristic.t0,4,alpha_beta,0,time-limited,0.100021,34980,,11,c4,9,20444,11122,23450,,
isolation.main.alpha_beta-heuristic.t0,5,heuristic,1,normal,0.000032,5,,,a4,5,,,,,
isolation.main.alpha_beta-heuristic.t0,6,alpha_beta,0,normal,0.000886,270,,5,a2,8,126,65,23511,,
isolation.main.alpha_beta-heuristic.t0,7,heuristic,1,normal,0.000018,4,,,b3,4,,,,,
isolation.main.alpha_beta-heuristic.t0,8,alpha_beta,0,normal,0.000013,3,,1,a3,3,0,0,23511,,
isolation.main.heuristic-mcts.t0,0,heuristic,0,normal,0.000084,11,,,c3,11,,,,,
isolation.main.heuristic-mcts.t0,1,mcts,1,time-limited,0.100022,,3709,,e1,9,,,,3710,0
isolation.main.heuristic-mcts.t0,2,heuristic,0,normal,0.000098,13,,,d3,13,,,,,
isolation.main.heuristic-mcts.t0,3,mcts,1,time-limited,0.100022,,4292,,d2,6,,,,4318,47
isolation.main.heuristic-mcts.t0,4,heuristic,0,normal,0.000077,9,,,c2,9,,,,,
