game_id,ply,agent,side,tag,elapsed_s,nodes,simulations,depth,move,legal_move_count,tt_lookups,tt_hits,tt_size,mcts_tree_nodes,mcts_reused_nodes
ataxx.easy.alpha_beta-heuristic.t1,24,alpha_beta,0,time-limited,2.000095,119819,,4,c3a5,89,10905,3003,186793,,
ataxx.easy.alpha_beta-heuristic.t1,25,heuristic,1,normal,0.000215,7,,,c5,7,,,,,
ataxx.easy.alpha_beta-heuristic.t1,26,alpha_beta,0,time-limited,2.000259,112267,,4,c4,66,8428,2509,192711,,
ataxx.easy.alpha_beta-heuristic.t1,27,heuristic,1,normal,0.000447,15,,,e6,15,,,,,
ataxx.easy.alpha_beta-heuristic.t1,28,alpha_beta,0,memory-limited,2.000280,106059,,4,d5,63,13655,3211,200000,,
ataxx.easy.alpha_beta-heuristic.t1,29,heuristic,1,normal,0.000386,12,,,b6d4,12,,,,,
ataxx.easy.alpha_beta-heuristic.t1,30,alpha_beta,0,memory-limited,2.000128,98587,,4,b6,62,8619,201,200000,,
ataxx.easy.alpha_beta-heuristic.t1,31,heuristic,1,normal,0.001046,36,,,c3,36,,,,,
ataxx.easy.alpha_beta-heuristic.t1,32,alpha_beta,0,memory-limited,2.000354,96027,,4,e5,38,11128,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,33,heuristic,1,normal,0.001000,36,,,c2e4,36,,,,,
ataxx.easy.alpha_beta-heuristic.t1,34,alpha_beta,0,memory-limited,2.000061,92699,,4,c2,35,8751,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,35,heuristic,1,normal,0.001457,51,,,d3,51,,,,,
ataxx.easy.alpha_beta-heuristic.t1,36,alpha_beta,0,memory-limited,2.000296,84683,,4,b1d2,32,9889,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,37,heuristic,1,normal,0.001342,43,,,e3,43,,,,,
ataxx.easy.alpha_beta-heuristic.t1,38,alpha_beta,0,memory-limited,2.000200,88059,,4,g1e2,37,7394,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,39,heuristic,1,normal,0.001097,36,,,f3,36,,,,,
ataxx.easy.alpha_beta-heuristic.t1,40,alpha_beta,0,memory-limited,2.000217,87451,,4,e6f4,41,9237,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,41,heuristic,1,normal,0.000956,27,,,e2c1,27,,,,,
ataxx.easy.alpha_beta-heuristic.t1,42,alpha_beta,0,memory-limited,2.000406,90283,,4,b1,65,10423,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,43,heuristic,1,normal,0.000834,25,,,e2,25,,,,,
ataxx.easy.alpha_beta-heuristic.t1,44,alpha_beta,0,memory-limited,2.000059,86443,,4,e6,39,8801,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,45,heuristic,1,normal,0.001169,36,,,f3f5,36,,,,,
ataxx.easy.alpha_beta-heuristic.t1,46,alpha_beta,0,memory-limited,2.000140,85547,,4,d1,20,11221,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,47,heuristic,1,normal,0.001484,48,,,e3e1,48,,,,,
ataxx.easy.alpha_beta-heuristic.t1,48,alpha_beta,0,memory-limited,2.000080,86267,,4,f6,17,8224,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,49,heuristic,1,normal,0.001188,38,,,g5,38,,,,,
ataxx.easy.alpha_beta-heuristic.t1,50,alpha_beta,0,memory-limited,2.000174,87531,,4,e7g6,22,8434,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,51,heuristic,1,normal,0.001132,34,,,g4,34,,,,,
ataxx.easy.alpha_beta-heuristic.t1,52,alpha_beta,0,memory-limited,2.000477,74010,,5,f7,24,11324,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,53,heuristic,1,normal,0.001380,44,,,g5e7,44,,,,,
ataxx.easy.alpha_beta-heuristic.t1,54,alpha_beta,0,memory-limited,2.000361,74554,,5,g5,13,12496,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,55,heuristic,1,normal,0.001015,31,,,g7,31,,,,,
ataxx.easy.alpha_beta-heuristic.t1,56,alpha_beta,0,memory-limited,2.000032,77017,,6,e3,23,21249,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,57,heuristic,1,normal,0.000332,9,,,d1f3,9,,,,,
ataxx.easy.alpha_beta-heuristic.t1,58,alpha_beta,0,memory-limited,2.000189,75097,,6,d1,14,21159,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,59,heuristic,1,normal,0.001520,16,,,f2,16,,,,,
ataxx.easy.alpha_beta-heuristic.t1,60,alpha_beta,0,memory-limited,2.000029,79753,,6,g5g3,6,21592,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,61,heuristic,1,normal,0.000576,16,,,g5,16,,,,,
ataxx.easy.alpha_beta-heuristic.t1,62,alpha_beta,0,memory-limited,2.000240,92471,,8,f3f1,10,38154,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,63,heuristic,1,normal,0.000290,8,,,f3,8,,,,,
ataxx.easy.alpha_beta-heuristic.t1,64,alpha_beta,0,normal,0.000927,42,,3,g2,4,12,0,200000,,
ataxx.easy.alpha_beta-heuristic.t1,65,heuristic,1,normal,0.000089,2,,,e2g1,2,,,,,
ataxx.easy.alpha_beta-heuristic.t1,66,alpha_beta,0,normal,0.000150,6,,1,e2,6,0,0,200000,,
ataxx.easy.heuristic-mcts.t1,0,heuristic,0,normal,0.000162,16,,,f1,16,,,,,
ataxx.easy.heuristic-mcts.t1,1,mcts,1,time-limited,2.000025,,17542,,f6,16,,,,17543,0
ataxx.easy.heuristic-mcts.t1,2,heuristic,0,normal,0.000210,23,,,g2,23,,,,,
ataxx.easy.heuristic-mcts.t1,3,mcts,1,time-limited,2.000024,,15443,,b1,27,,,,15499,56
ataxx.easy.heuristic-mcts.t1,4,heuristic,0,normal,0.000333,30,,,f2,30,,,,,
ataxx.easy.heuristic-mcts.t1,5,mcts,1,time-limited,2.009849,,13972,,g6,34,,,,13992,20
ataxx.easy.heuristic-mcts.t1,6,heuristic,0,normal,0.000561,37,,,e1,37,,,,,
ataxx.easy.heuristic-mcts.t1,7,mcts,1,time-limited,2.000027,,13243,,b1d1,39,,,,13254,11
ataxx.easy.heuristic-mcts.t1,8,heuristic,0,normal,0.000413,32,,,e2,32,,,,,
ataxx.easy.heuristic-mcts.t1,9,mcts,1,time-limited,2.000019,,12695,,f7,32,,,,12706,11
ataxx.easy.heuristic-mcts.t1,10,heuristic,0,normal,0.000694,56,,,d1b1,56,,,,,
ataxx.easy.heuristic-mcts.t1,11,mcts,1,time-limited,2.000026,,12278,,e7,29,,,,12285,7
ataxx.easy.heuristic-mcts.t1,12,heuristic,0,normal,0.000799,65,,,d1,65,,,,,
ataxx.easy.heuristic-mcts.t1,13,mcts,1,time-limited,2.000028,,11744,,f5,35,,,,11751,7
ataxx.easy.heuristic-mcts.t1,14,heuristic,0,normal,0.000877,67,,,g3,67,,,,,
ataxx.easy.heuristic-mcts.t1,15,mcts,1,time-limited,2.000032,,11167,,f5f3,41,,,,11172,5
ataxx.easy.heuristic-mcts.t1,16,heuristic,0,normal,0.000697,37,,,d1e3,37,,,,,
ataxx.easy.heuristic-mcts.t1,17,mcts,1,time-limited,2.000021,,11126,,f4,44,,,,11134,8
ataxx.easy.heuristic-mcts.t1,18,heuristic,0,normal,0.000808,46,,,e2g4,46,,,,,
ataxx.easy.heuristic-mcts.t1,19,mcts,1,time-limited,2.000026,,10845,,e2,48,,,,10851,6
ataxx.easy.heuristic-mcts.t1,20,heuristic,0,normal,0.000783,40,,,f4e6,40,,,,,
ataxx.easy.heuristic-mcts.t1,21,mcts,1,time-limited,2.000019,,10614,,f4,54,,,,10620,6
ataxx.easy.heuristic-mcts.t1,22,heuristic,0,normal,0.000993,54,,,g5,54,,,,,
ataxx.easy.heuristic-mcts.t1,23,mcts,1,time-limited,2.000040,,10501,,e3f5,45,,,,10505,4
ataxx.easy.heuristic-mcts.t1,24,heuristic,0,normal,0.000722,35,,,g1e3,35,,,,,
ataxx.easy.heuristic-mcts.t1,25,mcts,1,time-limited,2.000025,,10249,,g1,43,,,,10257,8
ataxx.easy.heuristic-mcts.t1,26,heuristic,0,normal,0.001225,65,,,e5,65,,,,,
ataxx.easy.heuristic-mcts.t1,27,mcts,1,time-limited,2.000026,,9837,,g6e4,19,,,,9841,4
ataxx.easy.heuristic-mcts.t1,28,heuristic,0,normal,0.001174,53,,,g6,53,,,,,
ataxx.easy.heuristic-mcts.t1,29,mcts,1,time-limited,2.000031,,9748,,d3,48,,,,9759,11
ataxx.easy.heuristic-mcts.t1,30,heuristic,0,normal,0.000945,45,,,b1d2,45,,,,,
ataxx.easy.heuristic-mcts.t1,31,mcts,1,time-limited,2.000028,,9366,,d6,24,,,,9371,5
ataxx.easy.heuristic-mcts.t1,32,heuristic,0,normal,0.001258,60,,,d3d5,60,,,,,
ataxx.easy.heuristic-mcts.t1,33,mcts,1,time-limited,2.000018,,9414,,e7c5,14,,,,9421,7
ataxx.easy.heuristic-mcts.t1,34,heuristic,0,normal,0.001287,68,,,d4,68,,,,,
ataxx.easy.heuristic-mcts.t1,35,mcts,1,time-limited,2.000020,,9036,,e7,16,,,,9047,11
ataxx.easy.heuristic-mcts.t1,36,heuristic,0,normal,0.001614,80,,,c5d7,80,,,,,
ataxx.easy.heuristic-mcts.t1,37,mcts,1,time-limited,2.000035,,8962,,f4d3,7,,,,8971,9
ataxx.easy.heuristic-mcts.t1,38,heuristic,0,normal,0.001430,57,,,f4,57,,,,,
ataxx.easy.heuristic-mcts.t1,39,mcts,1,time-limited,2.000054,,8721,,d1,32,,,,8747,26
ataxx.easy.heuristic-mcts.t1,40,heuristic,0,normal,0.001360,58,,,a1c2,58,,,,,
ataxx.easy.heuristic-mcts.t1,41,mcts,1,time-limited,2.000056,,8211,,d4c6,14,,,,8216,5
ataxx.easy.heuristic-mcts.t1,42,heuristic,0,normal,0.001149,58,,,a7c7,58,,,,,
ataxx.easy.heuristic-mcts.t1,43,mcts,1,time-limited,2.000030,,8782,,f6d4,17,,,,8792,10
ataxx.easy.heuristic-mcts.t1,44,heuristic,0,normal,0.001144,52,,,f6,52,,,,,
ataxx.easy.heuristic-mcts.t1,45,mcts,1,time-limited,2.000033,,8785,,e4c5,33,,,,8797,12
ataxx.easy.heuristic-mcts.t1,46,heuristic,0,normal,0.000900,41,,,e4,41,,,,,
ataxx.easy.heuristic-mcts.t1,47,mcts,1,time-limited,2.000035,,8545,,d6c4,29,,,,8552,7
ataxx.easy.heuristic-mcts.t1,48,heuristic,0,normal,0.000800,37,,,c3,37,,,,,
ataxx.easy.heuristic-mcts.t1,49,mcts,1,time-limited,2.000038,,8392,,d6,24,,,,8400,8
ataxx.easy.heuristic-mcts.t1,50,heuristic,0,normal,0.001099,45,,,c4b6,45,,,,,
ataxx.easy.heuristic-mcts.t1,51,mcts,1,time-limited,2.000027,,8525,,e5c4,16,,,,8534,9
ataxx.easy.heuristic-mcts.t1,52,heuristic,0,normal,0.001087,44,,,e5,44,,,,,
ataxx.easy.heuristic-mcts.t1,53,mcts,1,time-limited,2.008298,,8362,,c5b7,35,,,,8376,14
ataxx.easy.heuristic-mcts.t1,54,heuristic,0,normal,0.000754,31,,,c5,31,,,,,
ataxx.easy.heuristic-mcts.t1,55,mcts,1,time-limited,2.000023,,8288,,c3b5,28,,,,8297,9
ataxx.easy.heuristic-mcts.t1,56,heuristic,0,normal,0.000744,29,,,c3,29,,,,,
ataxx.easy.heuristic-mcts.t1,57,mcts,1,time-limited,2.000036,,8216,,c5a7,27,,,,8227,11
ataxx.easy.heuristic-mcts.t1,58,heuristic,0,normal,0.001133,49,,,c4a6,49,,,,,
ataxx.easy.heuristic-mcts.t1,59,mcts,1,time-limited,2.000030,,8338,,e7c5,12,,,,8345,7
ataxx.easy.heuristic-mcts.t1,60,heuristic,0,normal,0.001149,49,,,c4,49,,,,,
ataxx.easy.heuristic-mcts.t1,61,mcts,1,time-limited,2.000029,,8190,,e7,13,,,,8205,15
ataxx.easy.heuristic-mcts.t1,62,heuristic,0,normal,0.001158,52,,,a5,52,,,,,
ataxx.easy.heuristic-mcts.t1,63,mcts,1,time-limited,2.000037,,8493,,e2c1,5,,,,8508,15
ataxx.easy.heuristic-mcts.t1,64,heuristic,0,normal,0.000997,41,,,e2,41,,,,,
ataxx.easy.heuristic-mcts.t1,65,mcts,1,time-limited,2.000043,,8315,,c2b4,15,,,,8362,47
ataxx.easy.heuristic-mcts.t1,66,heuristic,0,normal,0.000524,20,,,b6a4,20,,,,,
ataxx.easy.heuristic-mcts.t1,67,mcts,1,time-limited,2.000026,,8308,,b6,22,,,,8337,29
ataxx.easy.heuristic-mcts.t1,68,heuristic,0,normal,0.000676,26,,,b3,26,,,,,
ataxx.easy.heuristic-mcts.t1,69,mcts,1,time-limited,2.000024,,8596,,c1a3,9,,,,8614,18
ataxx.easy.heuristic-mcts.t1,70,heuristic,0,normal,0.000704,26,,,b2,26,,,,,
ataxx.easy.heuristic-mcts.t1,71,mcts,1,time-limited,2.000040,,8682,,a4a2,4,,,,8726,44
ataxx.easy.heuristic-mcts.t1,72,heuristic,0,normal,0.000574,20,,,c3a4,20,,,,,
ataxx.easy.heuristic-mcts.t1,73,mcts,1,time-limited,2.004087,,8881,,b1,9,,,,9001,122
ataxx.easy.heuristic-mcts.t1,74,heuristic,0,normal,0.000883,31,,,b3a1,31,,,,,
ataxx.easy.heuristic-mcts.t1,75,mcts,1,time-limited,2.000026,,8999,,c5b3,2,,,,9044,45
ataxx.easy.heuristic-mcts.t1,76,heuristic,0,normal,0.000798,31,,,c5,31,,,,,
ataxx.easy.heuristic-mcts.t1,77,mcts,1,time-limited,2.000031,,10820,,a4c3,12,,,,10826,217
ataxx.easy.heuristic-mcts.t1,78,heuristic,0,normal,0.000419,15,,,c2,15,,,,,
ataxx.easy.heuristic-mcts.t1,79,mcts,1,time-limited,2.000030,,45288,,a6a4,6,,,,14782,154
ataxx.easy.heuristic-mcts.t1,80,heuristic,0,normal,0.000306,10,,,a6,10,,,,,
ataxx.easy.heuristic-mcts.t1,81,mcts,1,time-limited,2.000033,,170070,,a3c1,3,,,,15543,2539
ataxx.easy.heuristic-mcts.t1,82,heuristic,0,normal,0.000163,5,,,c3a3,5,,,,,
ataxx.easy.heuristic-mcts.t1,83,mcts,1,time-limited,2.000026,,50177,,c1c3,4,,,,19606,2465
ataxx.easy.heuristic-mcts.t1,84,heuristic,0,normal,0.000171,6,,,a3c1,6,,,,,
ataxx.easy.heuristic-mcts.t1,85,mcts,1,time-limited,2.000043,,85165,,c3a3,3,,,,21133,5090
ataxx.easy.heuristic-mcts.t1,86,heuristic,0,normal,0.000301,14,,,c3,14,,,,,
ataxx.easy.mcts-heuristic.t1,0,mcts,0,time-limited,2.000021,,17839,,b6,16,,,,17840,0
ataxx.easy.mcts-heuristic.t1,1,heuristic,1,normal,0.000167,16,,,a2,16,,,,,
ataxx.easy.mcts-heuristic.t1,2,mcts,0,time-limited,2.000029,,16081,,f1,27,,,,16165,84
ataxx.easy.mcts-heuristic.t1,3,heuristic,1,normal,0.000250,23,,,b1,23,,,,,
ataxx.easy.mcts-heuristic.t1,4,mcts,0,time-limited,2.000017,,14887,,b6c4,34,,,,14915,28
ataxx.easy.mcts-heuristic.t1,5,heuristic,1,normal,0.000337,29,,,b2,29,,,,,
ataxx.easy.mcts-heuristic.t1,6,mcts,0,time-limited,2.000016,,14080,,c4a3,45,,,,14096,16
ataxx.easy.mcts-heuristic.t1,7,heuristic,1,normal,0.000263,19,,,b1b3,19,,,,,
ataxx.easy.mcts-heuristic.t1,8,mcts,0,time-limited,2.000016,,14010,,b7,23,,,,14028,18
ataxx.easy.mcts-heuristic.t1,9,heuristic,1,normal,0.000506,49,,,b1,49,,,,,
ataxx.easy.mcts-heuristic.t1,10,mcts,0,time-limited,2.000020,,12861,,a6,30,,,,12874,13
ataxx.easy.mcts-heuristic.t1,11,heuristic,1,normal,0.000577,50,,,b3a5,50,,,,,
ataxx.easy.mcts-heuristic.t1,12,mcts,0,time-limited,2.000052,,12627,,b6,27,,,,12636,9
ataxx.easy.mcts-heuristic.t1,13,heuristic,1,normal,0.000553,42,,,a3b5,42,,,,,
ataxx.easy.mcts-heuristic.t1,14,mcts,0,time-limited,2.000026,,12234,,c6,24,,,,12247,13
ataxx.easy.mcts-heuristic.t1,15,heuristic,1,normal,0.000676,50,,,a5c7,50,,,,,
ataxx.easy.mcts-heuristic.t1,16,mcts,0,time-limited,2.000027,,11894,,a5,30,,,,11905,11
ataxx.easy.mcts-heuristic.t1,17,heuristic,1,normal,0.000892,58,,,c5,58,,,,,
ataxx.easy.mcts-heuristic.t1,18,mcts,0,time-limited,2.000030,,11256,,b4,24,,,,11264,8
ataxx.easy.mcts-heuristic.t1,19,heuristic,1,normal,0.000885,58,,,b2a4,58,,,,,
ataxx.easy.mcts-heuristic.t1,20,mcts,0,time-limited,2.000011,,10757,,c5a3,30,,,,10766,9
ataxx.easy.mcts-heuristic.t1,21,heuristic,1,normal,0.000838,56,,,b1b3,56,,,,,
ataxx.easy.mcts-heuristic.t1,22,mcts,0,time-limited,2.000057,,10615,,a6c5,18,,,,10622,7
ataxx.easy.mcts-heuristic.t1,23,heuristic,1,normal,0.000824,50,,,a6,50,,,,,
ataxx.easy.mcts-heuristic.t1,24,mcts,0,time-limited,2.000059,,10477,,b4b2,42,,,,10490,13
ataxx.easy.mcts-heuristic.t1,25,heuristic,1,normal,0.000657,38,,,b4,38,,,,,
ataxx.easy.mcts-heuristic.t1,26,mcts,0,time-limited,2.000026,,10547,,c6c4,40,,,,10555,8
ataxx.easy.mcts-heuristic.t1,27,heuristic,1,normal,0.000620,33,,,a4c3,33,,,,,
ataxx.easy.mcts-heuristic.t1,28,mcts,0,time-limited,2.000021,,10335,,a4,39,,,,10344,9
ataxx.easy.mcts-heuristic.t1,29,heuristic,1,normal,0.001061,53,,,b1,53,,,,,
ataxx.easy.mcts-heuristic.t1,30,mcts,0,time-limited,2.000033,,10325,,c6,50,,,,10331,6
ataxx.easy.mcts-heuristic.t1,31,heuristic,1,normal,0.000897,41,,,c4d6,41,,,,,
ataxx.easy.mcts-heuristic.t1,32,mcts,0,time-limited,2.000029,,10259,,b6d7,44,,,,10265,6
ataxx.easy.mcts-heuristic.t1,33,heuristic,1,normal,0.000868,44,,,b6,44,,,,,
ataxx.easy.mcts-heuristic.t1,34,mcts,0,time-limited,2.000024,,9736,,c2,49,,,,9742,6
ataxx.easy.mcts-heuristic.t1,35,heuristic,1,normal,0.000775,39,,,c4,39,,,,,
ataxx.easy.mcts-heuristic.t1,36,mcts,0,time-limited,2.003484,,9530,,d7d5,47,,,,9536,6
ataxx.easy.mcts-heuristic.t1,37,heuristic,1,normal,0.000761,38,,,d4,38,,,,,
ataxx.easy.mcts-heuristic.t1,38,mcts,0,time-limited,2.000025,,9375,,c6e4,43,,,,9381,6
ataxx.easy.mcts-heuristic.t1,39,heuristic,1,normal,0.000984,49,,,c3c1,49,,,,,
ataxx.easy.mcts-heuristic.t1,40,mcts,0,time-limited,2.000030,,9135,,d4c6,64,,,,9140,5
ataxx.easy.mcts-heuristic.t1,41,heuristic,1,normal,0.000907,45,,,d4,45,,,,,
ataxx.easy.mcts-heuristic.t1,42,mcts,0,time-limited,2.000022,,9344,,b5c3,36,,,,9348,4
ataxx.easy.mcts-heuristic.t1,43,heuristic,1,normal,0.001313,52,,,b5,52,,,,,
ataxx.easy.mcts-heuristic.t1,44,mcts,0,time-limited,2.000032,,9128,,e3,53,,,,9134,6
ataxx.easy.mcts-heuristic.t1,45,heuristic,1,normal,0.000953,45,,,d3,45,,,,,
ataxx.easy.mcts-heuristic.t1,46,mcts,0,time-limited,2.000681,,8651,,f1d2,28,,,,8655,4
ataxx.easy.mcts-heuristic.t1,47,heuristic,1,normal,0.001107,50,,,b1d1,50,,,,,
ataxx.easy.mcts-heuristic.t1,48,mcts,0,time-limited,2.000048,,8796,,b1,45,,,,8802,6
ataxx.easy.mcts-heuristic.t1,49,heuristic,1,normal,0.001270,58,,,d7,58,,,,,
ataxx.easy.mcts-heuristic.t1,50,mcts,0,time-limited,2.000045,,8646,,f1,32,,,,8650,4
ataxx.easy.mcts-heuristic.t1,51,heuristic,1,normal,0.001497,63,,,e2,63,,,,,
ataxx.easy.mcts-heuristic.t1,52,mcts,0,time-limited,2.000122,,8405,,c3e1,9,,,,8409,4
ataxx.easy.mcts-heuristic.t1,53,heuristic,1,normal,0.001556,73,,,c3,73,,,,,
ataxx.easy.mcts-heuristic.t1,54,mcts,0,time-limited,2.000046,,8199,,f2,16,,,,8213,14
ataxx.easy.mcts-heuristic.t1,55,heuristic,1,normal,0.001195,58,,,f3,58,,,,,
ataxx.easy.mcts-heuristic.t1,56,mcts,0,time-limited,2.000029,,8281,,e1g2,5,,,,8291,10
ataxx.easy.mcts-heuristic.t1,57,heuristic,1,normal,0.001384,65,,,e1,65,,,,,
ataxx.easy.mcts-heuristic.t1,58,mcts,0,time-limited,2.000036,,8080,,f3e5,9,,,,8108,28
ataxx.easy.mcts-heuristic.t1,59,heuristic,1,normal,0.000916,41,,,e6,41,,,,,
ataxx.easy.mcts-heuristic.t1,60,mcts,0,time-limited,2.000041,,8180,,d4f3,17,,,,8203,23
ataxx.easy.mcts-heuristic.t1,61,heuristic,1,normal,0.001082,50,,,e5g3,50,,,,,
ataxx.easy.mcts-heuristic.t1,62,mcts,0,time-limited,2.000020,,7885,,e2d4,15,,,,7895,10
ataxx.easy.mcts-heuristic.t1,63,heuristic,1,normal,0.001100,43,,,e5,43,,,,,
ataxx.easy.mcts-heuristic.t1,64,mcts,0,time-limited,2.000032,,8070,,c3e2,12,,,,8084,14
ataxx.easy.mcts-heuristic.t1,65,heuristic,1,normal,0.001329,51,,,c3,51,,,,,
ataxx.easy.mcts-heuristic.t1,66,mcts,0,time-limited,2.000039,,8208,,c5e7,12,,,,8226,18
ataxx.easy.mcts-heuristic.t1,67,heuristic,1,normal,0.001054,41,,,f4,41,,,,,
ataxx.easy.mcts-heuristic.t1,68,mcts,0,time-limited,2.000040,,8413,,b7c5,23,,,,8432,19
ataxx.easy.mcts-heuristic.t1,69,heuristic,1,normal,0.000856,29,,,b7,29,,,,,
ataxx.easy.mcts-heuristic.t1,70,mcts,0,time-limited,2.000207,,8463,,e6g4,22,,,,8478,15
ataxx.easy.mcts-heuristic.t1,71,heuristic,1,normal,0.001847,20,,,e6,20,,,,,
ataxx.easy.mcts-heuristic.t1,72,mcts,0,time-limited,2.000036,,8645,,f5,12,,,,8667,22
ataxx.easy.mcts-heuristic.t1,73,heuristic,1,normal,0.000411,13,,,f6,13,,,,,
ataxx.easy.mcts-heuristic.t1,74,mcts,0,time-limited,2.000037,,10957,,e4g6,7,,,,10596,65
ataxx.easy.mcts-heuristic.t1,75,heuristic,1,normal,0.000477,17,,,e3g5,17,,,,,
ataxx.easy.mcts-heuristic.t1,76,mcts,0,time-limited,2.000025,,10935,,f7,16,,,,10845,163
ataxx.easy.mcts-heuristic.t1,77,heuristic,1,normal,0.000507,18,,,e3,18,,,,,
ataxx.easy.mcts-heuristic.t1,78,mcts,0,time-limited,2.000010,,425078,,g3e4,6,,,,2112,152
ataxx.easy.mcts-heuristic.t1,79,heuristic,1,normal,0.000102,3,,,e2g3,3,,,,,
ataxx.easy.mcts-heuristic.t1,80,mcts,0,time-limited,2.000011,,703279,,e2,6,,,,1187,981
ataxx.easy.alpha_beta-mcts.t1,0,alpha_beta,0,time-limited,2.000065,191817,,6,b7,16,32817,11680,21135,,
ataxx.easy.alpha_beta-mcts.t1,1,mcts,1,time-limited,2.000021,,17372,,f7,16,,,,17373,0
ataxx.easy.alpha_beta-mcts.t1,2,alpha_beta,0,time-limited,2.000155,173193,,6,c7,23,36443,13257,44321,,
ataxx.easy.alpha_beta-mcts.t1,3,mcts,1,time-limited,2.000018,,15968,,f7d7,23,,,,16025,57
ataxx.easy.alpha_beta-mcts.t1,4,alpha_beta,0,time-limited,2.000121,166329,,6,c6,20,33255,10636,66939,,
ataxx.easy.alpha_beta-mcts.t1,5,mcts,1,time-limited,2.000021,,15233,,a2,16,,,,15274,41
ataxx.easy.alpha_beta-mcts.t1,6,alpha_beta,0,time-limited,2.000171,177291,,4,e7,50,6792,2716,71012,,
ataxx.easy.alpha_beta-mcts.t1,7,mcts,1,time-limited,2.000040,,13114,,g7e6,22,,,,13137,23
ataxx.easy.alpha_beta-mcts.t1,8,alpha_beta,0,time-limited,2.000143,147386,,5,d6,36,26151,7454,89709,,
ataxx.easy.alpha_beta-mcts.t1,9,mcts,1,time-limited,2.008988,,13085,,b1,15,,,,13104,19
ataxx.easy.alpha_beta-mcts.t1,10,alpha_beta,0,time-limited,2.000070,164907,,4,c5,72,5134,1640,93200,,
ataxx.easy.alpha_beta-mcts.t1,11,mcts,1,time-limited,2.000027,,12008,,b2,22,,,,12022,14
ataxx.easy.alpha_beta-mcts.t1,12,alpha_beta,0,time-limited,2.000240,140907,,4,b6,78,10850,2116,101933,,
ataxx.easy.alpha_beta-mcts.t1,13,mcts,1,time-limited,2.000026,,11679,,b2b4,29,,,,11687,8
ataxx.easy.alpha_beta-mcts.t1,14,alpha_beta,0,time-limited,2.000098,127339,,4,e6c4,65,10954,3367,109519,,
ataxx.easy.alpha_beta-mcts.t1,15,mcts,1,time-limited,2.000025,,11035,,b3,20,,,,10939,7
ataxx.easy.alpha_beta-mcts.t1,16,alpha_beta,0,time-limited,2.000067,122539,,4,c5c3,67,8557,2460,115615,,
ataxx.easy.alpha_beta-mcts.t1,17,mcts,1,time-limited,2.000027,,11137,,b2,14,,,,10952,10
ataxx.easy.alpha_beta-mcts.t1,18,alpha_beta,0,time-limited,2.000151,118875,,4,c4c2,83,9716,2073,123257,,
ataxx.easy.alpha_beta-mcts.t1,19,mcts,1,time-limited,2.000051,,11011,,a3,6,,,,11024,13
ataxx.easy.alpha_beta-mcts.t1,20,alpha_beta,0,time-limited,2.000280,113707,,4,c3a4,93,11092,3022,131326,,
ataxx.easy.alpha_beta-mcts.t1,21,mcts,1,time-limited,2.000029,,10643,,c3,12,,,,10665,22
ataxx.easy.alpha_beta-mcts.t1,22,alpha_beta,0,time-limited,2.000023,112443,,4,b6c4,75,9684,2616,138393,,
ataxx.easy.alpha_beta-mcts.t1,23,mcts,1,time-limited,2.000023,,9813,,c2d4,15,,,,9826,13
ataxx.easy.alpha_beta-mcts.t1,24,alpha_beta,0,time-limited,2.000299,115227,,4,b1d3,87,9317,1989,145720,,
ataxx.easy.alpha_beta-mcts.t1,25,mcts,1,time-limited,2.000031,,9926,,c2,9,,,,9810,8
ataxx.easy.alpha_beta-mcts.t1,26,alpha_beta,0,time-limited,2.000313,117419,,4,d4d2,92,10293,1379,154633,,
ataxx.easy.alpha_beta-mcts.t1,27,mcts,1,time-limited,2.000040,,9830,,b3b5,14,,,,9845,15
ataxx.easy.alpha_beta-mcts.t1,28,alpha_beta,0,time-limited,2.000250,106971,,4,b3,98,12005,2704,163933,,
ataxx.easy.alpha_beta-mcts.t1,29,mcts,1,time-limited,2.000032,,9762,,a5,15,,,,9770,8
ataxx.easy.alpha_beta-mcts.t1,30,alpha_beta,0,time-limited,2.000237,114699,,4,b1,106,13778,3423,174287,,
ataxx.easy.alpha_beta-mcts.t1,31,mcts,1,time-limited,2.000039,,9492,,b6,19,,,,9499,7
ataxx.easy.alpha_beta-mcts.t1,32,alpha_beta,0,time-limited,2.000206,101467,,4,c4a6,89,12215,3743,182758,,
ataxx.easy.alpha_beta-mcts.t1,33,mcts,1,time-limited,2.000035,,9503,,c5,16,,,,9510,7
